kingdom,order,family,class,genus_matched,fa,ecosystem,concentration
Plantae,Ranunculales,Ranunculaceae,Magnoliopsida,Consolida,ala,Terrestrial,NA
Plantae,Ranunculales,Ranunculaceae,Magnoliopsida,Nigella,ala,Terrestrial,1.45
Plantae,Ranunculales,Ranunculaceae,Magnoliopsida,Ranunculus,ala,Terrestrial,35.575
Plantae,Ranunculales,Papaveraceae,Magnoliopsida,Fumaria,ala,Terrestrial,1.4
Plantae,Ranunculales,Papaveraceae,Magnoliopsida,Papaver,ala,Terrestrial,0.56
Plantae,Apiales,Apiaceae,Magnoliopsida,Aethusa,ala,Terrestrial,0.25
Plantae,Apiales,Apiaceae,Magnoliopsida,Ammi,ala,Terrestrial,0.2
Plantae,Apiales,Apiaceae,Magnoliopsida,Anthriscus,ala,Terrestrial,0.25
Plantae,Apiales,Apiaceae,Magnoliopsida,Bupleurum,ala,Terrestrial,0.6
Plantae,Apiales,Apiaceae,Magnoliopsida,Caucalis,ala,Terrestrial,0.2
Plantae,Apiales,Apiaceae,Magnoliopsida,Cuminum,ala,Terrestrial,0.2
Plantae,Apiales,Apiaceae,Magnoliopsida,Daucus,ala,Terrestrial,0.9
Plantae,Apiales,Apiaceae,Magnoliopsida,Eryngium,ala,Terrestrial,0.6
Plantae,Apiales,Apiaceae,Magnoliopsida,Falcaria,ala,Terrestrial,38.6
Plantae,Apiales,Apiaceae,Magnoliopsida,Heracleum,ala,Terrestrial,0.3
Plantae,Apiales,Apiaceae,Magnoliopsida,Scandix,ala,Terrestrial,0.7
Plantae,Apiales,Apiaceae,Magnoliopsida,Torilis,ala,Terrestrial,0.3
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Amaranthus,ala,Terrestrial,13.05333333
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Amaranthus,dha,Terrestrial,0
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Amaranthus,epa,Terrestrial,0
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Atriplex,ala,Terrestrial,22
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Atriplex,dha,Terrestrial,0
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Atriplex,epa,Terrestrial,0
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Beta,ala,Terrestrial,29.5
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Beta,dha,Terrestrial,0
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Beta,epa,Terrestrial,0
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Chenopodium,ala,Terrestrial,17.69642857
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Chenopodium,dha,Terrestrial,0
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Chenopodium,epa,Terrestrial,0
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Salicornia,ala,Terrestrial,15
Plantae,Caryophyllales,Caryophyllaceae,Magnoliopsida,Arenaria,ala,Terrestrial,0.6
Plantae,Caryophyllales,Caryophyllaceae,Magnoliopsida,Corrigiola,ala,Terrestrial,1
Plantae,Caryophyllales,Caryophyllaceae,Magnoliopsida,Gypsophila,ala,Terrestrial,1.3
Plantae,Caryophyllales,Caryophyllaceae,Magnoliopsida,Silene,ala,Terrestrial,19.63333333
Plantae,Caryophyllales,Caryophyllaceae,Magnoliopsida,Silene,dha,Terrestrial,0
Plantae,Caryophyllales,Caryophyllaceae,Magnoliopsida,Silene,epa,Terrestrial,0
Plantae,Caryophyllales,Caryophyllaceae,Magnoliopsida,Spergularia,ala,Terrestrial,4.5
Plantae,Caryophyllales,Caryophyllaceae,Magnoliopsida,Stellaria,ala,Terrestrial,27.95
Plantae,Caryophyllales,Caryophyllaceae,Magnoliopsida,Stellaria,dha,Terrestrial,0
Plantae,Caryophyllales,Caryophyllaceae,Magnoliopsida,Stellaria,epa,Terrestrial,0
Plantae,Caryophyllales,Polygonaceae,Magnoliopsida,Emex,ala,Terrestrial,29.63
Plantae,Caryophyllales,Polygonaceae,Magnoliopsida,Fallopia,ala,Terrestrial,4.2
Plantae,Caryophyllales,Polygonaceae,Magnoliopsida,Polygonum,ala,Terrestrial,4.7
Plantae,Caryophyllales,Polygonaceae,Magnoliopsida,Rumex,ala,Terrestrial,1.475
Plantae,Caryophyllales,Cactaceae,Magnoliopsida,Opuntia,ala,Terrestrial,7.3
Plantae,Caryophyllales,Portulacaceae,Magnoliopsida,Portulaca,ala,Terrestrial,37.70916667
Plantae,Caryophyllales,Portulacaceae,Magnoliopsida,Portulaca,dha,Terrestrial,0
Plantae,Caryophyllales,Portulacaceae,Magnoliopsida,Portulaca,epa,Terrestrial,0
Plantae,Caryophyllales,Montiaceae,Magnoliopsida,Montia,ala,Terrestrial,55.6
Plantae,Caryophyllales,Montiaceae,Magnoliopsida,Montia,dha,Terrestrial,0
Plantae,Caryophyllales,Montiaceae,Magnoliopsida,Montia,epa,Terrestrial,0
Plantae,Asterales,Asteraceae,Magnoliopsida,Ambrosia,ala,Terrestrial,0.4
Plantae,Asterales,Asteraceae,Magnoliopsida,Anthemis,ala,Terrestrial,0.2
Plantae,Asterales,Asteraceae,Magnoliopsida,Arctium,ala,Terrestrial,0.4
Plantae,Asterales,Asteraceae,Magnoliopsida,Carthamus,ala,Terrestrial,NA
Plantae,Asterales,Asteraceae,Magnoliopsida,Carthamus,dha,Terrestrial,0
Plantae,Asterales,Asteraceae,Magnoliopsida,Carthamus,epa,Terrestrial,0
Plantae,Asterales,Asteraceae,Magnoliopsida,Centaurea,ala,Terrestrial,NA
Plantae,Asterales,Asteraceae,Magnoliopsida,Centaurea,dha,Terrestrial,0
Plantae,Asterales,Asteraceae,Magnoliopsida,Centaurea,epa,Terrestrial,0
Plantae,Asterales,Asteraceae,Magnoliopsida,Chondrilla,ala,Terrestrial,56.3
Plantae,Asterales,Asteraceae,Magnoliopsida,Chondrilla,dha,Terrestrial,0
Plantae,Asterales,Asteraceae,Magnoliopsida,Chondrilla,epa,Terrestrial,0
Plantae,Asterales,Asteraceae,Magnoliopsida,Chrysanthemum,ala,Terrestrial,0.4
Plantae,Asterales,Asteraceae,Magnoliopsida,Cirsium,ala,Terrestrial,4
Plantae,Asterales,Asteraceae,Magnoliopsida,Conyza,ala,Terrestrial,0.6
Plantae,Asterales,Asteraceae,Magnoliopsida,Crepis,ala,Terrestrial,0.4
Plantae,Asterales,Asteraceae,Magnoliopsida,Galinsoga,ala,Terrestrial,0.25
Plantae,Asterales,Asteraceae,Magnoliopsida,Gnaphalium,ala,Terrestrial,0.4
Plantae,Asterales,Asteraceae,Magnoliopsida,Guizotia,ala,Terrestrial,0.1
Plantae,Asterales,Asteraceae,Magnoliopsida,Helianthus,ala,Terrestrial,0.5
Plantae,Asterales,Asteraceae,Magnoliopsida,Lactuca,ala,Terrestrial,0.3
Plantae,Asterales,Asteraceae,Magnoliopsida,Lapsana,ala,Terrestrial,2.1
Plantae,Asterales,Asteraceae,Magnoliopsida,Matricaria,ala,Terrestrial,0.26
Plantae,Asterales,Asteraceae,Magnoliopsida,Micropus,ala,Terrestrial,0.2
Plantae,Asterales,Asteraceae,Magnoliopsida,Picris,ala,Terrestrial,0.3
Plantae,Asterales,Asteraceae,Magnoliopsida,Senecio,ala,Terrestrial,1.233333333
Plantae,Asterales,Asteraceae,Magnoliopsida,Sonchus,ala,Terrestrial,27.98
Plantae,Asterales,Asteraceae,Magnoliopsida,Sonchus,dha,Terrestrial,0
Plantae,Asterales,Asteraceae,Magnoliopsida,Sonchus,epa,Terrestrial,0
Plantae,Asterales,Asteraceae,Magnoliopsida,Taraxacum,ala,Terrestrial,62.75
Plantae,Asterales,Asteraceae,Magnoliopsida,Taraxacum,dha,Terrestrial,0
Plantae,Asterales,Asteraceae,Magnoliopsida,Taraxacum,epa,Terrestrial,0
Plantae,Asterales,Asteraceae,Magnoliopsida,Xanthium,ala,Terrestrial,2.7
Plantae,Asterales,Campanulaceae,Magnoliopsida,Legousia,ala,Terrestrial,16.4
Plantae,Ericales,Primulaceae,Magnoliopsida,Anagallis,ala,Terrestrial,41
Plantae,Ericales,Ericaceae,Magnoliopsida,Arbutus,ala,Terrestrial,36.5
Plantae,Ericales,Ericaceae,Magnoliopsida,Arbutus,dha,Terrestrial,0
Plantae,Ericales,Ericaceae,Magnoliopsida,Arbutus,epa,Terrestrial,0
Plantae,Ericales,Ericaceae,Magnoliopsida,Vaccinium,ala,Terrestrial,22.3
Plantae,Ericales,Sapotaceae,Magnoliopsida,Vitellaria,ala,Terrestrial,0.3
Plantae,Ericales,Ebenaceae,Magnoliopsida,Diospyros,ala,Terrestrial,1.6
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Anchusa,ala,Terrestrial,39.7
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Anchusa,dha,Terrestrial,0
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Anchusa,epa,Terrestrial,0
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Borago,ala,Terrestrial,NA
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Borago,dha,Terrestrial,0
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Borago,epa,Terrestrial,0
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Echium,ala,Terrestrial,37.05
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Lithospermum,ala,Terrestrial,45.1
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Myosotis,ala,Terrestrial,17.8
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Symphytum,ala,Terrestrial,0.8
Plantae,Boraginales,Hydrophyllaceae,Magnoliopsida,Phacelia,ala,Terrestrial,1.6
Plantae,Rosales,Rosaceae,Magnoliopsida,Aphanes,ala,Terrestrial,63.7
Plantae,Rosales,Rosaceae,Magnoliopsida,Potentilla,ala,Terrestrial,45.2
Plantae,Rosales,Rosaceae,Magnoliopsida,Prunus,ala,Terrestrial,1.45
Plantae,Rosales,Rosaceae,Magnoliopsida,Prunus,dha,Terrestrial,0
Plantae,Rosales,Rosaceae,Magnoliopsida,Prunus,epa,Terrestrial,0
Plantae,Rosales,Rosaceae,Magnoliopsida,Rosa,ala,Terrestrial,26.3
Plantae,Rosales,Rosaceae,Magnoliopsida,Rosa,dha,Terrestrial,0
Plantae,Rosales,Rosaceae,Magnoliopsida,Rosa,epa,Terrestrial,0
Plantae,Rosales,Rosaceae,Magnoliopsida,Rubus,ala,Terrestrial,24.65
Plantae,Rosales,Rosaceae,Magnoliopsida,Rubus,dha,Terrestrial,0
Plantae,Rosales,Rosaceae,Magnoliopsida,Rubus,epa,Terrestrial,0
Plantae,Rosales,Urticaceae,Magnoliopsida,Urtica,ala,Terrestrial,15.93333333
Plantae,Rosales,Urticaceae,Magnoliopsida,Urtica,dha,Terrestrial,0
Plantae,Rosales,Urticaceae,Magnoliopsida,Urtica,epa,Terrestrial,0
Plantae,Rosales,Cannabaceae,Magnoliopsida,Cannabis,ala,Terrestrial,19.7
Plantae,Rosales,Elaeagnaceae,Magnoliopsida,Hippophae,ala,Terrestrial,8.8
Plantae,Rosales,Rhamnaceae,Magnoliopsida,Ziziphus,ala,Terrestrial,0.4
Plantae,Rosales,Rhamnaceae,Magnoliopsida,Ziziphus,dha,Terrestrial,0
Plantae,Rosales,Rhamnaceae,Magnoliopsida,Ziziphus,epa,Terrestrial,0
Plantae,Solanales,Convolvulaceae,Magnoliopsida,Calystegia,ala,Terrestrial,2.1
Plantae,Solanales,Convolvulaceae,Magnoliopsida,Convolvulus,ala,Terrestrial,1.5
Plantae,Solanales,Solanaceae,Magnoliopsida,Datura,ala,Terrestrial,0.4
Plantae,Solanales,Solanaceae,Magnoliopsida,Nicotiana,ala,Terrestrial,0.9
Plantae,Solanales,Solanaceae,Magnoliopsida,Solanum,ala,Terrestrial,32.25
Plantae,Solanales,Solanaceae,Magnoliopsida,Solanum,dha,Terrestrial,0
Plantae,Solanales,Solanaceae,Magnoliopsida,Solanum,epa,Terrestrial,0
Plantae,Dipsacales,Dipsacaceae,Magnoliopsida,Cephalaria,ala,Terrestrial,0.4
Plantae,Dipsacales,Dipsacaceae,Magnoliopsida,Dipsacus,ala,Terrestrial,0.4
Plantae,Dipsacales,Dipsacaceae,Magnoliopsida,Knautia,ala,Terrestrial,1
Plantae,Dipsacales,Valerianaceae,Magnoliopsida,Valerianella,ala,Terrestrial,1.3
Plantae,Dipsacales,Adoxaceae,Magnoliopsida,Sambucus,ala,Terrestrial,23.04
Plantae,Myrtales,Onagraceae,Magnoliopsida,Epilobium,ala,Terrestrial,1.95
Plantae,Myrtales,Onagraceae,Magnoliopsida,Oenothera,ala,Terrestrial,0.1
Plantae,Myrtales,Lythraceae,Magnoliopsida,Cuphea,ala,Terrestrial,4.18
Plantae,Myrtales,Lythraceae,Magnoliopsida,Lythrum,ala,Terrestrial,0.1
Plantae,Myrtales,Myrtaceae,Magnoliopsida,Myrtus,ala,Terrestrial,NA
Plantae,Myrtales,Myrtaceae,Magnoliopsida,Myrtus,dha,Terrestrial,0
Plantae,Myrtales,Myrtaceae,Magnoliopsida,Myrtus,epa,Terrestrial,0
Plantae,Geraniales,Geraniaceae,Magnoliopsida,Erodium,ala,Terrestrial,0.3
Plantae,Geraniales,Geraniaceae,Magnoliopsida,Geranium,ala,Terrestrial,NA
Plantae,Malpighiales,Euphorbiaceae,Magnoliopsida,Euphorbia,ala,Terrestrial,58.3
Plantae,Malpighiales,Euphorbiaceae,Magnoliopsida,Jatropha,ala,Terrestrial,0.2
Plantae,Malpighiales,Euphorbiaceae,Magnoliopsida,Mercurialis,ala,Terrestrial,71.1
Plantae,Malpighiales,Violaceae,Magnoliopsida,Viola,ala,Terrestrial,0.6
Plantae,Malpighiales,Linaceae,Magnoliopsida,Linum,ala,Terrestrial,55
Plantae,Gentianales,Rubiaceae,Magnoliopsida,Galium,ala,Terrestrial,7.35
Plantae,Gentianales,Rubiaceae,Magnoliopsida,Sherardia,ala,Terrestrial,3.5
Plantae,Fabales,Fabaceae,Magnoliopsida,Albizia,ala,Terrestrial,1.91
Plantae,Fabales,Fabaceae,Magnoliopsida,Arachis,ala,Terrestrial,0.4
Plantae,Fabales,Fabaceae,Magnoliopsida,Daniellia,ala,Terrestrial,1.12
Plantae,Fabales,Fabaceae,Magnoliopsida,Enterolobium,ala,Terrestrial,10.6
Plantae,Fabales,Fabaceae,Magnoliopsida,Gliricidia,ala,Terrestrial,1.5
Plantae,Fabales,Fabaceae,Magnoliopsida,Glycine,ala,Terrestrial,7.8
Plantae,Fabales,Fabaceae,Magnoliopsida,Lathyrus,ala,Terrestrial,8.7
Plantae,Fabales,Fabaceae,Magnoliopsida,Lonchocarpus,ala,Terrestrial,33
Plantae,Fabales,Fabaceae,Magnoliopsida,Lupinus,ala,Terrestrial,8.2
Plantae,Fabales,Fabaceae,Magnoliopsida,Pentaclethra,dha,Terrestrial,3.7
Plantae,Fabales,Fabaceae,Magnoliopsida,Prosopis,ala,Terrestrial,3.995
Plantae,Fabales,Fabaceae,Magnoliopsida,Pterocarpus,ala,Terrestrial,2.34
Plantae,Fabales,Fabaceae,Magnoliopsida,Sesbania,ala,Terrestrial,29.4
Plantae,Fabales,Fabaceae,Magnoliopsida,Trifolium,ala,Terrestrial,5.7
Plantae,Fabales,Fabaceae,Magnoliopsida,Trigonella,ala,Terrestrial,23.2
Plantae,Fabales,Fabaceae,Magnoliopsida,Vicia,ala,Terrestrial,6.9
Plantae,Asparagales,Asparagaceae,Magnoliopsida,Asparagus,ala,Terrestrial,23.7
Plantae,Asparagales,Asparagaceae,Magnoliopsida,Muscari,ala,Terrestrial,0.45
Plantae,Asparagales,Amaryllidaceae,Magnoliopsida,Allium,ala,Terrestrial,0.3
Plantae,Asparagales,Xanthorrhoeaceae,Magnoliopsida,Asphodelus,ala,Terrestrial,21.64
Plantae,Oxalidales,Oxalidaceae,Magnoliopsida,Oxalis,ala,Terrestrial,0.7
Plantae,Arecales,Arecaceae,Magnoliopsida,Cocos,ala,Terrestrial,0.1
Plantae,Arecales,Arecaceae,Magnoliopsida,Elaeis,ala,Terrestrial,0.3
Plantae,Laurales,Lauraceae,Magnoliopsida,Persea,ala,Terrestrial,1.4
Plantae,Vitales,Vitaceae,Magnoliopsida,Vitis,ala,Terrestrial,0.6
Plantae,Santalales,Ximeniaceae,Magnoliopsida,Ximenia,ala,Terrestrial,10.3
Plantae,Dioscoreales,Dioscoreaceae,Magnoliopsida,Dioscorea,ala,Terrestrial,27.5
Plantae,Pinales,Pinaceae,Pinopsida,Abies,ala,Terrestrial,10.38529412
Plantae,Pinales,Pinaceae,Pinopsida,Abies,dha,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Abies,epa,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Cedrus,ala,Terrestrial,13.72166667
Plantae,Pinales,Pinaceae,Pinopsida,Cedrus,dha,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Cedrus,epa,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Keteleeria,ala,Terrestrial,30.9
Plantae,Pinales,Pinaceae,Pinopsida,Keteleeria,dha,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Keteleeria,epa,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Larix,ala,Terrestrial,33.64714286
Plantae,Pinales,Pinaceae,Pinopsida,Larix,dha,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Larix,epa,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Picea,ala,Terrestrial,15.57727273
Plantae,Pinales,Pinaceae,Pinopsida,Picea,dha,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Picea,epa,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Pinus,ala,Terrestrial,13.32862069
Plantae,Pinales,Pinaceae,Pinopsida,Pinus,dha,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Pinus,epa,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Pseudolarix,ala,Terrestrial,31.7
Plantae,Pinales,Pinaceae,Pinopsida,Pseudolarix,dha,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Pseudolarix,epa,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Pseudotsuga,ala,Terrestrial,27.675
Plantae,Pinales,Pinaceae,Pinopsida,Pseudotsuga,dha,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Pseudotsuga,epa,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Tsuga,ala,Terrestrial,19.36
Plantae,Pinales,Pinaceae,Pinopsida,Tsuga,dha,Terrestrial,0
Plantae,Pinales,Pinaceae,Pinopsida,Tsuga,epa,Terrestrial,0
Plantae,Pinales,Podocarpaceae,Pinopsida,Dacrydium,ala,Terrestrial,36.1
Plantae,Pinales,Podocarpaceae,Pinopsida,Dacrydium,dha,Terrestrial,0
Plantae,Pinales,Podocarpaceae,Pinopsida,Dacrydium,epa,Terrestrial,0
Plantae,Pinales,Podocarpaceae,Pinopsida,Podocarpus,ala,Terrestrial,31.875
Plantae,Pinales,Podocarpaceae,Pinopsida,Podocarpus,dha,Terrestrial,0
Plantae,Pinales,Podocarpaceae,Pinopsida,Podocarpus,epa,Terrestrial,0
Plantae,Pinales,Araucariaceae,Pinopsida,Agathis,ala,Terrestrial,36.63333333
Plantae,Pinales,Araucariaceae,Pinopsida,Agathis,dha,Terrestrial,0
Plantae,Pinales,Araucariaceae,Pinopsida,Agathis,epa,Terrestrial,0
Plantae,Pinales,Araucariaceae,Pinopsida,Araucaria,ala,Terrestrial,22.38
Plantae,Pinales,Araucariaceae,Pinopsida,Araucaria,dha,Terrestrial,0
Plantae,Pinales,Araucariaceae,Pinopsida,Araucaria,epa,Terrestrial,0
Plantae,Pinales,Taxaceae,Pinopsida,Cephalotaxus,ala,Terrestrial,40.38333333
Plantae,Pinales,Taxaceae,Pinopsida,Cephalotaxus,dha,Terrestrial,0
Plantae,Pinales,Taxaceae,Pinopsida,Cephalotaxus,epa,Terrestrial,0
Plantae,Pinales,Taxaceae,Pinopsida,Taxus,ala,Terrestrial,43.24166667
Plantae,Pinales,Taxaceae,Pinopsida,Taxus,dha,Terrestrial,0
Plantae,Pinales,Taxaceae,Pinopsida,Taxus,epa,Terrestrial,0
Plantae,Pinales,Taxaceae,Pinopsida,Torreya,ala,Terrestrial,35.5
Plantae,Pinales,Taxaceae,Pinopsida,Torreya,dha,Terrestrial,0
Plantae,Pinales,Taxaceae,Pinopsida,Torreya,epa,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Austrocedrus,ala,Terrestrial,23
Plantae,Pinales,Cupressaceae,Pinopsida,Austrocedrus,dha,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Austrocedrus,epa,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Callitris,ala,Terrestrial,37.9
Plantae,Pinales,Cupressaceae,Pinopsida,Callitris,dha,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Callitris,epa,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Cryptomeria,ala,Terrestrial,23.3
Plantae,Pinales,Cupressaceae,Pinopsida,Cryptomeria,dha,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Cryptomeria,epa,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Cunninghamia,ala,Terrestrial,50.05
Plantae,Pinales,Cupressaceae,Pinopsida,Cunninghamia,dha,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Cunninghamia,epa,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Cupressus,ala,Terrestrial,31.34333333
Plantae,Pinales,Cupressaceae,Pinopsida,Cupressus,dha,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Cupressus,epa,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Juniperus,ala,Terrestrial,22.73333333
Plantae,Pinales,Cupressaceae,Pinopsida,Juniperus,dha,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Juniperus,epa,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Metasequoia,ala,Terrestrial,54.1
Plantae,Pinales,Cupressaceae,Pinopsida,Metasequoia,dha,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Metasequoia,epa,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Platycladus,ala,Terrestrial,31.8
Plantae,Pinales,Cupressaceae,Pinopsida,Platycladus,dha,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Platycladus,epa,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Sequoia,ala,Terrestrial,39.1
Plantae,Pinales,Cupressaceae,Pinopsida,Sequoia,dha,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Sequoia,epa,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Sequoiadendron,ala,Terrestrial,35.7
Plantae,Pinales,Cupressaceae,Pinopsida,Sequoiadendron,dha,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Sequoiadendron,epa,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Taxodium,ala,Terrestrial,43.575
Plantae,Pinales,Cupressaceae,Pinopsida,Taxodium,dha,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Taxodium,epa,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Tetraclinis,ala,Terrestrial,28.8
Plantae,Pinales,Cupressaceae,Pinopsida,Tetraclinis,dha,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Tetraclinis,epa,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Thuja,ala,Terrestrial,27.2
Plantae,Pinales,Cupressaceae,Pinopsida,Thuja,dha,Terrestrial,0
Plantae,Pinales,Cupressaceae,Pinopsida,Thuja,epa,Terrestrial,0
Plantae,Hypnales,Hypnaceae,Bryopsida,Ctenidium,ala,Terrestrial,8.9
Plantae,Hypnales,Hypnaceae,Bryopsida,Ctenidium,dha,Terrestrial,0
Plantae,Hypnales,Hypnaceae,Bryopsida,Ctenidium,epa,Terrestrial,4.3
Plantae,Hypnales,Fontinalaceae,Bryopsida,Fontinalis,ala,Terrestrial,11.78181818
Plantae,Hypnales,Fontinalaceae,Bryopsida,Fontinalis,dha,Terrestrial,0.148181818
Plantae,Hypnales,Fontinalaceae,Bryopsida,Fontinalis,epa,Terrestrial,3.739545455
Plantae,Polytrichales,Polytrichaceae,Polytrichopsida,Pogonatum,ala,Terrestrial,6.466666667
Plantae,Polytrichales,Polytrichaceae,Polytrichopsida,Pogonatum,dha,Terrestrial,0
Plantae,Polytrichales,Polytrichaceae,Polytrichopsida,Pogonatum,epa,Terrestrial,1.533333333
Plantae,Dicranales,Dicranaceae,Bryopsida,Dichodontium,ala,Terrestrial,20.63333333
Plantae,Dicranales,Dicranaceae,Bryopsida,Dichodontium,dha,Terrestrial,0
Plantae,Dicranales,Dicranaceae,Bryopsida,Dichodontium,epa,Terrestrial,1.733333333
Plantae,Pottiales,Pottiaceae,Bryopsida,Tortella,ala,Terrestrial,20.46666667
Plantae,Pottiales,Pottiaceae,Bryopsida,Tortella,dha,Terrestrial,0
Plantae,Pottiales,Pottiaceae,Bryopsida,Tortella,epa,Terrestrial,1.733333333
Plantae,Cycadales,Cycadaceae,Cycadopsida,Cycas,ala,Terrestrial,38.3
Plantae,Cycadales,Cycadaceae,Cycadopsida,Cycas,dha,Terrestrial,0
Plantae,Cycadales,Cycadaceae,Cycadopsida,Cycas,epa,Terrestrial,0
Plantae,Cycadales,Zamiaceae,Cycadopsida,Bowenia,ala,Terrestrial,36.5
Plantae,Cycadales,Zamiaceae,Cycadopsida,Bowenia,dha,Terrestrial,0
Plantae,Cycadales,Zamiaceae,Cycadopsida,Bowenia,epa,Terrestrial,0
Plantae,Cycadales,Zamiaceae,Cycadopsida,Ceratozamia,ala,Terrestrial,34.2
Plantae,Cycadales,Zamiaceae,Cycadopsida,Ceratozamia,dha,Terrestrial,0
Plantae,Cycadales,Zamiaceae,Cycadopsida,Ceratozamia,epa,Terrestrial,0
Plantae,Cycadales,Zamiaceae,Cycadopsida,Dioon,ala,Terrestrial,33.1
Plantae,Cycadales,Zamiaceae,Cycadopsida,Dioon,dha,Terrestrial,0
Plantae,Cycadales,Zamiaceae,Cycadopsida,Dioon,epa,Terrestrial,0
Plantae,Cycadales,Zamiaceae,Cycadopsida,Encephalartos,ala,Terrestrial,24.9
Plantae,Cycadales,Zamiaceae,Cycadopsida,Encephalartos,dha,Terrestrial,0
Plantae,Cycadales,Zamiaceae,Cycadopsida,Encephalartos,epa,Terrestrial,0
Plantae,Cycadales,Zamiaceae,Cycadopsida,Lepidozamia,ala,Terrestrial,40.1
Plantae,Cycadales,Zamiaceae,Cycadopsida,Lepidozamia,dha,Terrestrial,0
Plantae,Cycadales,Zamiaceae,Cycadopsida,Lepidozamia,epa,Terrestrial,0
Plantae,Cycadales,Zamiaceae,Cycadopsida,Macrozamia,ala,Terrestrial,36.9
Plantae,Cycadales,Zamiaceae,Cycadopsida,Macrozamia,dha,Terrestrial,0
Plantae,Cycadales,Zamiaceae,Cycadopsida,Macrozamia,epa,Terrestrial,0
Plantae,Cycadales,Zamiaceae,Cycadopsida,Microcycas,ala,Terrestrial,47.9
Plantae,Cycadales,Zamiaceae,Cycadopsida,Microcycas,dha,Terrestrial,0
Plantae,Cycadales,Zamiaceae,Cycadopsida,Microcycas,epa,Terrestrial,0
